Country,Confirmed,Deaths,Recovered,Active,REPORT_DATE,NEW_CONFIRM,NEW_DEATH,NEW_RECOV,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,Confirmed last week,WEEKLY_INC,1 week % increase,WEEK_START,WHO_Region,Population,ISO_CODE,GDP,CEOworld_Healthcare_Index,Vaccine_Policy,VAC_NAME,DOSE_AMOUNT,VAC_START_DAY,USAGE_PERC
Thailand,3297,58,3111,128,3/29/2026,6,0,2,1.76,94.36,1.86,3250,47,1.45,3/29/2026,South-East Asia,71559614,THA,561509,77.5,Healthcare Priority,Sinovac,2,11/28/2022,35
Thailand,3297,58,3111,128,3/24/2026,6,0,2,1.76,94.36,1.86,3250,47,1.45,3/29/2026,South-East Asia,71559614,THA,561509,77.5,Mandatory,Moderna,2,1/31/2022,69
Thailand,3297,58,3111,128,3/22/2026,6,0,2,1.76,94.36,1.86,3250,47,1.45,3/29/2026,South-East Asia,71559614,THA,561509,77.5,Recommended,Johnson&Johnson,1,3/15/2021,79
Timor-Leste,24,0,0,24,4/2/2026,0,0,0,0,0,0,24,0,0,3/29/2026,South-East Asia,1436923,TLS,2208,,Recommended,Pfizer,2,9/26/2022,25
Timor-Leste,24,0,0,24,3/22/2026,0,0,0,0,0,0,24,0,0,3/29/2026,South-East Asia,1436923,TLS,2208,,Mandatory,Sinovac,2,10/6/2021,80
Togo,874,18,607,249,3/28/2026,6,0,8,2.06,69.45,2.97,783,91,11.62,3/29/2026,Africa,9930918,TGO,12176,,Mandatory,AstraZeneca,2,3/31/2021,21
Togo,874,18,607,249,3/31/2026,6,0,8,2.06,69.45,2.97,783,91,11.62,3/29/2026,Africa,9930918,TGO,12176,,Mandatory,Moderna,2,5/10/2022,28
Trinidad and Tobago,148,8,128,12,3/30/2026,1,0,0,5.41,86.49,6.25,137,11,8.03,3/29/2026,Americas,1513268,TTO,26758,53.6,Age-Based Priority,Sinovac,2,3/19/2022,50
Trinidad and Tobago,148,8,128,12,4/4/2026,1,0,0,5.41,86.49,6.25,137,11,8.03,3/29/2026,Americas,1513268,TTO,26758,53.6,Healthcare Priority,AstraZeneca,2,12/2/2022,64
Tunisia,1455,50,1157,248,3/28/2026,3,0,15,3.44,79.52,4.32,1381,74,5.36,3/29/2026,Eastern Mediterranean,12415138,TUN,60434,56.6,Healthcare Priority,Sinovac,2,7/3/2022,24
Turkey,227019,5630,210469,10920,4/2/2026,919,17,982,2.48,92.71,2.67,220572,6447,2.92,3/29/2026,Europe,87926082,TUR,1576110,71.3,Age-Based Priority,Moderna,2,10/30/2021,61
US,4290259,148011,1325804,2816444,3/27/2026,56336,1076,27941,3.45,30.9,11.16,3834677,455582,11.88,3/29/2026,Americas,349035494,USA,31821293,67,Healthcare Priority,Johnson&Johnson,1,8/25/2021,32
US,4290259,148011,1325804,2816444,3/26/2026,56336,1076,27941,3.45,30.9,11.16,3834677,455582,11.88,3/29/2026,Americas,349035494,USA,31821293,67,Recommended,Sinovac,2,7/16/2022,51
US,4290259,148011,1325804,2816444,3/28/2026,56336,1076,27941,3.45,30.9,11.16,3834677,455582,11.88,3/29/2026,Americas,349035494,USA,31821293,67,Healthcare Priority,Pfizer,2,2/17/2021,30
Uganda,1128,2,986,140,3/26/2026,13,0,4,0.18,87.41,0.2,1069,59,5.52,3/29/2026,Africa,52761469,UGA,72456,,Age-Based Priority,Johnson&Johnson,1,5/31/2021,64
Uganda,1128,2,986,140,3/24/2026,13,0,4,0.18,87.41,0.2,1069,59,5.52,3/29/2026,Africa,52761469,UGA,72456,,Age-Based Priority,Moderna,2,1/22/2021,23
Uganda,1128,2,986,140,3/27/2026,13,0,4,0.18,87.41,0.2,1069,59,5.52,3/29/2026,Africa,52761469,UGA,72456,,Healthcare Priority,AstraZeneca,2,11/19/2021,42
Uganda,1128,2,986,140,3/30/2026,13,0,4,0.18,87.41,0.2,1069,59,5.52,3/29/2026,Africa,52761469,UGA,72456,,Recommended,Pfizer,2,12/7/2020,35
Ukraine,67096,1636,37202,28258,3/28/2026,835,11,317,2.44,55.45,4.4,60767,6329,10.42,3/29/2026,Europe,39535849,UKR,224259,55.8,Mandatory,Johnson&Johnson,1,4/13/2021,26
Ukraine,67096,1636,37202,28258,3/22/2026,835,11,317,2.44,55.45,4.4,60767,6329,10.42,3/29/2026,Europe,39535849,UKR,224259,55.8,Recommended,Moderna,2,10/19/2022,49
Ukraine,67096,1636,37202,28258,3/24/2026,835,11,317,2.44,55.45,4.4,60767,6329,10.42,3/29/2026,Europe,39535849,UKR,224259,55.8,Voluntary,AstraZeneca,2,7/25/2022,11
Ukraine,67096,1636,37202,28258,3/23/2026,835,11,317,2.44,55.45,4.4,60767,6329,10.42,3/29/2026,Europe,39535849,UKR,224259,55.8,Voluntary,Sinovac,2,9/20/2022,64
United Arab Emirates,59177,345,52510,6322,4/2/2026,264,1,328,0.58,88.73,0.66,57193,1984,3.47,3/29/2026,Eastern Mediterranean,11574682,ARE,601163,70.8,Voluntary,Sinovac,2,7/6/2022,76
United Kingdom,301708,45844,1437,254427,3/24/2026,688,7,3,15.19,0.48,3190.26,296944,4764,1.6,3/29/2026,Europe,69931528,GBR,4225639,72.7,Voluntary,Pfizer,2,8/9/2022,41
United Kingdom,301708,45844,1437,254427,3/23/2026,688,7,3,15.19,0.48,3190.26,296944,4764,1.6,3/29/2026,Europe,69931528,GBR,4225639,72.7,Age-Based Priority,Johnson&Johnson,1,1/12/2022,38
United Kingdom,301708,45844,1437,254427,3/31/2026,688,7,3,15.19,0.48,3190.26,296944,4764,1.6,3/29/2026,Europe,69931528,GBR,4225639,72.7,Age-Based Priority,AstraZeneca,2,2/6/2021,70
Uruguay,1202,35,951,216,3/25/2026,10,1,3,2.91,79.12,3.68,1064,138,12.97,3/29/2026,Americas,3382537,URY,90640,68.5,Age-Based Priority,Sinovac,2,12/9/2021,83
Uruguay,1202,35,951,216,4/2/2026,10,1,3,2.91,79.12,3.68,1064,138,12.97,3/29/2026,Americas,3382537,URY,90640,68.5,Mandatory,Johnson&Johnson,1,7/20/2022,13
Uruguay,1202,35,951,216,3/22/2026,10,1,3,2.91,79.12,3.68,1064,138,12.97,3/29/2026,Americas,3382537,URY,90640,68.5,Healthcare Priority,AstraZeneca,2,11/28/2022,45
Uruguay,1202,35,951,216,4/3/2026,10,1,3,2.91,79.12,3.68,1064,138,12.97,3/29/2026,Americas,3382537,URY,90640,68.5,Mandatory,Pfizer,2,2/26/2021,29
Uzbekistan,21209,121,11674,9414,3/29/2026,678,5,569,0.57,55.04,1.04,17149,4060,23.67,3/29/2026,Europe,37724223,UZB,159199,,Age-Based Priority,Moderna,2,6/24/2021,84
Uzbekistan,21209,121,11674,9414,3/27/2026,678,5,569,0.57,55.04,1.04,17149,4060,23.67,3/29/2026,Europe,37724223,UZB,159199,,Voluntary,AstraZeneca,2,12/8/2022,84
Venezuela,15988,146,9959,5883,3/25/2026,525,4,213,0.91,62.29,1.47,12334,3654,29.63,3/29/2026,Americas,28633711,VEN,79916,39.9,Voluntary,AstraZeneca,2,3/23/2021,61
Vietnam,431,0,365,66,3/25/2026,11,0,0,0,84.69,0,384,47,12.24,3/29/2026,Western Pacific,102177431,VNM,511059,62.2,Healthcare Priority,Sinovac,2,4/26/2021,65
Vietnam,431,0,365,66,3/29/2026,11,0,0,0,84.69,0,384,47,12.24,3/29/2026,Western Pacific,102177431,VNM,511059,62.2,Age-Based Priority,AstraZeneca,2,2/14/2021,52
West Bank and Gaza,10621,78,3752,6791,3/25/2026,152,2,0,0.73,35.33,2.08,8916,1705,19.12,3/29/2026,Eastern Mediterranean,5692790,PSE,13711,,Voluntary,Johnson&Johnson,1,3/12/2021,26
Western Sahara,10,1,8,1,4/1/2026,0,0,0,10,80,12.5,10,0,0,3/29/2026,Africa,610813,ESH,,,Age-Based Priority,AstraZeneca,2,3/19/2021,78
Western Sahara,10,1,8,1,4/3/2026,0,0,0,10,80,12.5,10,0,0,3/29/2026,Africa,610813,ESH,,,Mandatory,Johnson&Johnson,1,6/14/2022,74
Western Sahara,10,1,8,1,3/28/2026,0,0,0,10,80,12.5,10,0,0,3/29/2026,Africa,610813,ESH,,,Recommended,Pfizer,2,4/29/2022,67
Western Sahara,10,1,8,1,3/29/2026,0,0,0,10,80,12.5,10,0,0,3/29/2026,Africa,610813,ESH,,,Age-Based Priority,Moderna,2,5/19/2022,60
Yemen,1691,483,833,375,3/31/2026,10,4,36,28.56,49.26,57.98,1619,72,4.45,3/29/2026,Eastern Mediterranean,42961653,YEM,17240,,Mandatory,Johnson&Johnson,1,8/25/2021,29
Zambia,4552,140,2815,1597,3/29/2026,71,1,465,3.08,61.84,4.97,3326,1226,36.86,3/29/2026,Africa,22521915,ZMB,33945,,Recommended,AstraZeneca,2,4/4/2021,34
Zambia,4552,140,2815,1597,3/31/2026,71,1,465,3.08,61.84,4.97,3326,1226,36.86,3/29/2026,Africa,22521915,ZMB,33945,,Voluntary,Pfizer,2,12/6/2020,18
Zambia,4552,140,2815,1597,3/25/2026,71,1,465,3.08,61.84,4.97,3326,1226,36.86,3/29/2026,Africa,22521915,ZMB,33945,,Recommended,Johnson&Johnson,1,2/7/2022,27
Zambia,4552,140,2815,1597,3/22/2026,71,1,465,3.08,61.84,4.97,3326,1226,36.86,3/29/2026,Africa,22521915,ZMB,33945,,Voluntary,Moderna,2,11/26/2021,91
Zimbabwe,2704,36,542,2126,4/1/2026,192,2,24,1.33,20.04,6.64,1713,991,57.85,3/29/2026,Africa,17273580,ZWE,55434,,Voluntary,Sinovac,2,1/22/2021,15
Zimbabwe,2704,36,542,2126,3/30/2026,192,2,24,1.33,20.04,6.64,1713,991,57.85,3/29/2026,Africa,17273580,ZWE,55434,,Age-Based Priority,AstraZeneca,2,5/20/2021,69
Zimbabwe,2704,36,542,2126,3/27/2026,192,2,24,1.33,20.04,6.64,1713,991,57.85,3/29/2026,Africa,17273580,ZWE,55434,,Healthcare Priority,Johnson&Johnson,1,7/23/2021,54
Zimbabwe,2704,36,542,2126,3/26/2026,192,2,24,1.33,20.04,6.64,1713,991,57.85,3/29/2026,Africa,17273580,ZWE,55434,,Voluntary,Pfizer,2,11/23/2022,90
